name,image_link,state,city,latitude,longitude
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07879v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07880v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07881v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07882v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07883v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07884v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07885v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07886v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07887v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07888v.jpg,California,Rialto,34.1064001,-117.3703235
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07889v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07890v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07891v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07892v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07893v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07894v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Motel Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07800/07895v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Woodland Villa Motel, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/07900/07901v.jpg,California,Klamath,41.5265092,-124.038406
"Log Cabin Motel, San Leandro, California",https://cdn.loc.gov/service/pnp/mrg/07900/07907v.jpg,California,San Leandro,37.7249296,-122.1560768
"Mission Motel, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/07900/07908v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Mission Motel, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/07900/07909v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Roy's Motel, Amboy, California",https://cdn.loc.gov/service/pnp/mrg/07900/07910v.jpg,California,Amboy,34.5577721,-115.7444411
"Roy's Motel, Amboy, California",https://cdn.loc.gov/service/pnp/mrg/07900/07911v.jpg,California,Amboy,34.5577721,-115.7444411
"Sea-Vue Motel, Cayucos, California",https://cdn.loc.gov/service/pnp/mrg/07900/07923v.jpg,California,Cayucos,35.4427512,-120.892125
"Hilldale Court, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/07900/07927v.jpg,California,El Cajon,32.7947731,-116.962526
"Madonna Inn, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07928v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Farm House Motel, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/07900/07929v.jpg,California,Riverside,33.9824949,-117.374238
"Farm House Motel, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/07900/07930v.jpg,California,Riverside,33.9824949,-117.374238
"Gateway Motel, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07900/07931v.jpg,California,Merced,37.1641544,-120.7678602
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07985v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07986v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07987v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07988v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07989v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07990v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07991v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07992v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07993v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Blue Bell Motel, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/07900/07994v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Log Cabin Motel, San Leandro, California",https://cdn.loc.gov/service/pnp/mrg/08000/08095v.jpg,California,San Leandro,37.7249296,-122.1560768
"Tower Motel sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/08300/08361v.jpg,California,Bakersfield,35.3738712,-119.019463
"Tower Motel sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/08300/08362v.jpg,California,Bakersfield,35.3738712,-119.019463
"Tower Motel sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/08300/08363v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fresno Motel sign, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/08500/08503v.jpg,California,Fresno,36.7394421,-119.78483
"Fresno Motel sign, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/08500/08504v.jpg,California,Fresno,36.7394421,-119.78483
"Wigwam Village Motel sign, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/08500/08539v.jpg,California,Rialto,34.1064001,-117.3703235
"Dick's Motor Inn, Banning, California",https://cdn.loc.gov/service/pnp/mrg/08500/08547v.jpg,California,Banning,33.9255685,-116.875289
"Del Coronado Hotel, Coronado Beach, California",https://cdn.loc.gov/service/pnp/mrg/09300/09337v.jpg,California,Coronado Beach,32.6831259,-117.1858699
"Del Coronado Hotel, Coronado Beach, California",https://cdn.loc.gov/service/pnp/mrg/09300/09338v.jpg,California,Coronado Beach,32.6831259,-117.1858699
"Residential Court, Venice, California",https://cdn.loc.gov/service/pnp/mrg/09300/09339v.jpg,California,Venice,33.995044,-118.4668875
"Billy's Apartments, Venice, California",https://cdn.loc.gov/service/pnp/mrg/09300/09340v.jpg,California,Venice,33.995044,-118.4668875
"Ocean front walk, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10400/10498v.jpg,California,Venice,33.995044,-118.4668875
"Ocean front walk, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10400/10499v.jpg,California,Venice,33.995044,-118.4668875
"Trike rental, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10500v.jpg,California,Venice,33.995044,-118.4668875
"Shops, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10501v.jpg,California,Venice,33.995044,-118.4668875
"Venice columns, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10502v.jpg,California,Venice,33.995044,-118.4668875
"Venice column capital, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10503v.jpg,California,Venice,33.995044,-118.4668875
"Venice bath house, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10504v.jpg,California,Venice,33.995044,-118.4668875
"Venice columns 2, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10505v.jpg,California,Venice,33.995044,-118.4668875
"Venice bath house sign, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10506v.jpg,California,Venice,33.995044,-118.4668875
"Poster shop, Venice, California",https://cdn.loc.gov/service/pnp/mrg/10500/10507v.jpg,California,Venice,33.995044,-118.4668875
"Ocean Park Pier fire, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10508v.jpg,California,Santa Monica,34.0194704,-118.491227
"Santa Monica Pier, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10509v.jpg,California,Santa Monica,34.0194704,-118.491227
"Carousel, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10510v.jpg,California,Santa Monica,34.0194704,-118.491227
"Carousel, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10511v.jpg,California,Santa Monica,34.0194704,-118.491227
"Carousel, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10512v.jpg,California,Santa Monica,34.0194704,-118.491227
"Carousel, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10513v.jpg,California,Santa Monica,34.0194704,-118.491227
"Santa Monica Pier, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/10500/10514v.jpg,California,Santa Monica,34.0194704,-118.491227
"Castle Park Golf, hole 18, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/11700/11728v.jpg,California,Redondo Beach,33.8398289,-118.3845942
"Cafe Dining Cars (1947), Buellton, California",https://cdn.loc.gov/service/pnp/mrg/11700/11734v.jpg,California,Buellton,34.6134727,-120.193669
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/00900/00974v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Peking Restaurant, Pico Boulevard, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/01300/01303v.jpg,California,Santa Monica,34.0194704,-118.491227
"Rice Bowl Cafe, Ocean Avenue, Lompoc, California",https://cdn.loc.gov/service/pnp/mrg/01300/01316v.jpg,California,Lompoc,34.6391501,-120.4579009
"Road House, Route 66, Fontana, California",https://cdn.loc.gov/service/pnp/mrg/01300/01319v.jpg,California,Fontana,34.0922947,-117.43433
"Michael's Dancing, Ocean Avenue, Lompoc, California",https://cdn.loc.gov/service/pnp/mrg/01300/01320v.jpg,California,Lompoc,34.6391501,-120.4579009
"La Casiga Bar, 1109 E. Anaheim Street, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/01300/01321v.jpg,California,Wilmington,33.7800164,-118.262509
"Club Montage, Spring Street, Paso Robles, California",https://cdn.loc.gov/service/pnp/mrg/01300/01322v.jpg,California,Paso Robles,35.6262618,-120.6901319
"Club Montage, detail, Spring Street, Paso Robles, California",https://cdn.loc.gov/service/pnp/mrg/01300/01323v.jpg,California,Paso Robles,35.6262618,-120.6901319
"Road House (?), Ramsey Street (Route 99?), Banning, California",https://cdn.loc.gov/service/pnp/mrg/01300/01324v.jpg,California,Banning,33.9255685,-116.875289
"Rainbow Bar, Foothill Boulevard, Route 66, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/01300/01325v.jpg,California,Rialto,34.1064001,-117.3703235
"Torino's Bar & Restaurant, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/01300/01326v.jpg,California,Stockton,37.9577016,-121.290779
"Kelly's Pub, El Cajon Boulevard, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/01300/01327v.jpg,California,El Cajon,32.7947731,-116.962526
"Father's Also Tavern, Redlands, California",https://cdn.loc.gov/service/pnp/mrg/01300/01328v.jpg,California,Redlands,34.0550328,-117.1827445
"Gene's Little Ole Tavern, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/01300/01329v.jpg,California,Ventura,34.4458248,-119.0779359
"Tom's Cafe, 2181 Manchester, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01300/01330v.jpg,California,Los Angeles,34.0536909,-118.242766
"Johnny's 329 Club, Avalon and Wilmingotn Boulevards, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/01300/01331v.jpg,California,Wilmington,33.7800164,-118.262509
"Foodman Market, Pacific Coast Highway and Marine Avenue, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/01400/01408v.jpg,California,Wilmington,33.7800164,-118.262509
"Hollywood Inn sign, Motel Drive, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/01400/01431v.jpg,California,Fresno,36.7394421,-119.78483
"Ranch-O-Tel sign, Motel Drive, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/01400/01432v.jpg,California,Fresno,36.7394421,-119.78483
"Blue Bell Motel (1937) sign, 3053 S. Higuera Street, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/01400/01433v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"El Portal Motel sign, Santa Rosa Avenue, Santa Rosa, California",https://cdn.loc.gov/service/pnp/mrg/01400/01434v.jpg,California,Santa Rosa,38.4404925,-122.7141049
"Roy's Motel sign, Route 66, Amboy, California",https://cdn.loc.gov/service/pnp/mrg/01400/01435v.jpg,California,Amboy,34.5577721,-115.7444411
"San Bernardino Motel sign, Route 66 (Foothill Boulevard), San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/01400/01437v.jpg,California,San Bernardino,34.8253019,-116.0833144
"El Sombrero Motel sign, Abbott Avenue, Salinas, California",https://cdn.loc.gov/service/pnp/mrg/01400/01438v.jpg,California,Salinas,36.6744117,-121.655037
"Lark Motel sign, vertical view, Route 101, Willits, California",https://cdn.loc.gov/service/pnp/mrg/01400/01439v.jpg,California,Willits,39.4096043,-123.3555602
"Lark Motel sign, horizontal view, Route 101, Willits, California",https://cdn.loc.gov/service/pnp/mrg/01400/01440v.jpg,California,Willits,39.4096043,-123.3555602
"Manhattan Motel sign, Route 99 (Market Street), Redding, California",https://cdn.loc.gov/service/pnp/mrg/01400/01441v.jpg,California,Redding,40.5863563,-122.391675
"Grove Motel sign, Route 99, Willows, California",https://cdn.loc.gov/service/pnp/mrg/01400/01442v.jpg,California,Willows,39.5233276,-122.193531
"Casa Linda Motel sign, Route 99, Willows, California",https://cdn.loc.gov/service/pnp/mrg/01400/01443v.jpg,California,Willows,39.5233276,-122.193531
"Komfort Court sign, King City, California",https://cdn.loc.gov/service/pnp/mrg/01400/01444v.jpg,California,King City,36.2135291,-121.1247365
"Missile Motel sign, Port Hueneme, California",https://cdn.loc.gov/service/pnp/mrg/01400/01445v.jpg,California,Port Hueneme,34.1477558,-119.1951559
"Candy Motel sign, Route 99, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/01400/01477v.jpg,California,Fresno,36.7394421,-119.78483
"Astro Motel sign, Motel Drive, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/01400/01478v.jpg,California,Fresno,36.7394421,-119.78483
"Serra Motel sign, Old Route 101, Gilroy, California",https://cdn.loc.gov/service/pnp/mrg/01400/01479v.jpg,California,Gilroy,37.0065078,-121.5631723
"Doggie Diner sign, McArthur Boulevard & San Pablo, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/01400/01489v.jpg,California,Oakland,37.8044557,-122.271356
"Dining Cars Cafe sign, Frontage Road, Route 101, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/01400/01490v.jpg,California,Buellton,34.6134727,-120.193669
"McDonald's Restaurant sign, detail, Lakewood Boulevard, Downey, California",https://cdn.loc.gov/service/pnp/mrg/01500/01501v.jpg,California,Downey,33.9404441,-118.1292846
"McDonald's Restaurant sign, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01500/01502v.jpg,California,Los Angeles,34.0536909,-118.242766
"McDonald's Restaurant sign, Route 66, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/01500/01503v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's Restaurant sign, Route 66, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/01500/01504v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's Restaurant sign, detail one, Route 66, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/01500/01505v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's Restaurant sign, detail two, Route 66, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/01500/01506v.jpg,California,Azusa,34.1338751,-117.9056046
"Argo's Coffee Shop sign, Santa Monica Boulevard, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01500/01583v.jpg,California,Los Angeles,34.0536909,-118.242766
"Shrimp Boat Restaurant sign, Rosemead Boulevard, Temple City, California",https://cdn.loc.gov/service/pnp/mrg/01500/01584v.jpg,California,Temple City,34.1082994,-118.0577568
"Gas pump, Alhambra Boulevard, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/01600/01662v.jpg,California,Sacramento,38.5810606,-121.493895
"Visible gas pump (restoration with Sinclair globe), Santa Margarita, California",https://cdn.loc.gov/service/pnp/mrg/01600/01663v.jpg,California,Santa Margarita,35.3899734,-120.609057
"Visible gas pump (restoration with Sinclair globe), close up view, Santa Margarita, California",https://cdn.loc.gov/service/pnp/mrg/01600/01664v.jpg,California,Santa Margarita,35.3899734,-120.609057
"Babcock's barber sign, Green Street, Tehachapi, California",https://cdn.loc.gov/service/pnp/mrg/01800/01828v.jpg,California,Tehachapi,35.1321878,-118.4489739
"Rubidoux Drive-in Theater, Mission Boulevard, Rubidoux, California",https://cdn.loc.gov/service/pnp/mrg/01800/01871v.jpg,California,Rubidoux,33.9943119,-117.4237761
"Mission Drive-in Theater, San Juan Capistrano, California",https://cdn.loc.gov/service/pnp/mrg/01900/01900v.jpg,California,San Juan Capistrano,33.5016932,-117.6625509
"Victory Drive-in Theater, Victory west of Coldwater Canyon, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/01900/01906v.jpg,California,Van Nuys,34.1866193,-118.4486675
"Victory Drive-in Theater, Victory west of Coldwater Canyon, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/01900/01907v.jpg,California,Van Nuys,34.1866193,-118.4486675
"Compton Drive-in Theater, Rosecrans Avenue, Compton, California",https://cdn.loc.gov/service/pnp/mrg/01900/01913v.jpg,California,Compton,33.894927,-118.226624
"Fountain Grove round barn, Santa Rosa, California",https://cdn.loc.gov/service/pnp/mrg/01900/01977v.jpg,California,Santa Rosa,38.4404925,-122.7141049
"Statue of Liberty at Shoreline Market, Route 101, Orick, California",https://cdn.loc.gov/service/pnp/mrg/01900/01984v.jpg,California,Orick,41.2867896,-124.0597937
"Statue of Liberty at Shoreline market (close up), Route 101, Orick, California",https://cdn.loc.gov/service/pnp/mrg/01900/01986v.jpg,California,Orick,41.2867896,-124.0597937
"Octagonal barn, South Higuera Street, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/02000/02008v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Teepee at Grandfather Tree, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02000/02038v.jpg,California,Garberville,40.100569,-123.796139
"Public parking, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/02000/02060v.jpg,California,Stockton,37.9577016,-121.290779
"Public parking structure, cornice detail, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/02000/02061v.jpg,California,Stockton,37.9577016,-121.290779
"Car dealership, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/02000/02062v.jpg,California,Santa Monica,34.0194704,-118.491227
"Mazda Dealer, 1285 Colorado Boulevard, Pasadena, California",https://cdn.loc.gov/service/pnp/mrg/02000/02065v.jpg,California,Pasadena,34.1476507,-118.144155
"P&J Motors, 11059 Garvey Avenue, El Monte, California",https://cdn.loc.gov/service/pnp/mrg/02000/02066v.jpg,California,El Monte,34.0751571,-118.036849
"P&J Motors, 11059 Garvey Avenue, El Monte, California",https://cdn.loc.gov/service/pnp/mrg/02000/02067v.jpg,California,El Monte,34.0751571,-118.036849
"Breck's Auto Parts, 1922 showroom, 7355 Greenleaf Avenue, Whittier, California",https://cdn.loc.gov/service/pnp/mrg/02000/02072v.jpg,California,Whittier,33.9749136,-118.0338664
"Breck's Auto Parts, 1922 showroom, 7355 Greenleaf Avenue, Whittier, California",https://cdn.loc.gov/service/pnp/mrg/02000/02073v.jpg,California,Whittier,33.9749136,-118.0338664
"25 Cent Car Wash, Main Street & Ocean Park Boulevard, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/02000/02080v.jpg,California,Santa Monica,34.0194704,-118.491227
"Cummings Buick, 15th Santa Monica Boulevard, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/02000/02082v.jpg,California,Santa Monica,34.0194704,-118.491227
"Tire Town, 7402 Lankershim Boulevard, North Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/02000/02083v.jpg,California,North Hollywood,34.1649502,-118.374752
"Old gas station, 7229 W. Melrose Ave., Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/02000/02099v.jpg,California,Los Angeles,34.0536909,-118.242766
"Uniroyal factory, Telegraph Road, Commerce, California",https://cdn.loc.gov/service/pnp/mrg/02100/02101v.jpg,California,Commerce,34.003218,-118.1541961
"Sanders Oldsmobile, La Brea & Wilshire, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/02100/02105v.jpg,California,Los Angeles,34.0536909,-118.242766
"Sanders Oldsmobile, La Brea & Wilshire, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/02100/02106v.jpg,California,Los Angeles,34.0536909,-118.242766
"Samson Auto Salvage, 8103 S. Alameda, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/02100/02107v.jpg,California,Los Angeles,34.0536909,-118.242766
"Old oil dispensers, Union Oil, Sawtelle near Mississippi, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/02100/02116v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Golden Eagle gas pump (#1), San Diego, California",https://cdn.loc.gov/service/pnp/mrg/02100/02117v.jpg,California,San Diego,32.7174202,-117.162772
"Golden Eagle gas pump (#2), San Diego, California",https://cdn.loc.gov/service/pnp/mrg/02100/02141v.jpg,California,San Diego,32.7174202,-117.162772
"Five Golden Eagle gas pumps (#2), San Diego, California",https://cdn.loc.gov/service/pnp/mrg/02100/02142v.jpg,California,San Diego,32.7174202,-117.162772
"Chevron gas pump, Jim Ruth Chevrolet, Home Gardens, California",https://cdn.loc.gov/service/pnp/mrg/02100/02143v.jpg,California,Home Gardens,33.8808327,-117.5133522
"Three Texaco gas pumps, Altadena, California",https://cdn.loc.gov/service/pnp/mrg/02100/02144v.jpg,California,Altadena,34.1928193,-118.1374663
"Four oil dispensers, Monterey Park, California",https://cdn.loc.gov/service/pnp/mrg/02100/02145v.jpg,California,Monterey Park,34.051522,-118.129807
"Gas pump, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/02100/02147v.jpg,California,Sacramento,38.5810606,-121.493895
"Union Oil Garage interior, Sawtelle near Mississippi, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/02100/02148v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Mattoon Service Station interior, Gulf, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/02100/02191v.jpg,California,Culver City,34.0211224,-118.396466
"Corker's Landing Rocket Gas sign, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/02100/02198v.jpg,California,Turlock,37.4946568,-120.8465941
"Foster's Old Fashion Freeze ice cream sign, Paso Robles, California",https://cdn.loc.gov/service/pnp/mrg/02200/02264v.jpg,California,Paso Robles,35.6262618,-120.6901319
"Foster's Old Fashion Freeze ice cream sign, Paso Robles, California",https://cdn.loc.gov/service/pnp/mrg/02200/02265v.jpg,California,Paso Robles,35.6262618,-120.6901319
"Peg House, Redwood Gifts, Route 101, Leggett, California",https://cdn.loc.gov/service/pnp/mrg/01900/01929v.jpg,California,Leggett,39.8657071,-123.714188
"Stump House, Redwood Gifts, Route 101, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01900/01935v.jpg,California,Eureka,40.8018746,-124.1707558
"Peg House Gas, Route 101, Leggett, California",https://cdn.loc.gov/service/pnp/mrg/05500/05516v.jpg,California,Leggett,39.8657071,-123.714188
"Peg House Gas, Route 101, Leggett, California",https://cdn.loc.gov/service/pnp/mrg/05500/05517v.jpg,California,Leggett,39.8657071,-123.714188
